Customer_ID,Age,Gender,City,Bank_Name,Account_Balance_PKR,Loan_Status,Credit_Score,Account_Type,Churn
4508,67,Male,Faisalabad,HBL,1648928,Yes,663,Current,0
4509,28,Female,Rawalpindi,Bank Alfalah,1625957,Yes,792,Savings,1
4510,48,Female,Karachi,Meezan Bank,487060,No,342,Savings,1
4511,45,Male,Rawalpindi,Meezan Bank,1212492,No,874,Savings,1
4512,61,Male,Rawalpindi,HBL,1736296,No,372,Savings,0
4513,23,Male,Karachi,HBL,97941,Yes,603,Current,1
4514,58,Male,Karachi,Allied Bank,661956,No,304,Current,0
4515,33,Female,Lahore,Bank Alfalah,1182816,Yes,887,Current,0
4516,21,Female,Faisalabad,Meezan Bank,1807264,Yes,648,Current,1
4517,52,Male,Lahore,Allied Bank,1626186,Yes,699,Savings,0
4518,65,Male,Lahore,Meezan Bank,948208,No,894,Current,1
4519,43,Male,Karachi,HBL,455862,No,732,Savings,0
4520,29,Female,Karachi,Bank Alfalah,320325,No,871,Current,1
4521,28,Male,Faisalabad,UBL,1220237,Yes,406,Current,0
4522,54,Male,Rawalpindi,Bank Alfalah,1838783,Yes,416,Savings,0
4523,42,Male,Lahore,UBL,360116,Yes,682,Savings,0
4524,35,Female,Faisalabad,Allied Bank,1957439,Yes,381,Current,0
4525,36,Male,Lahore,UBL,1935187,No,709,Savings,1
4526,40,Female,Rawalpindi,UBL,1142138,No,369,Savings,1
4527,55,Male,Lahore,Allied Bank,746589,No,686,Savings,0
4528,35,Male,Islamabad,Bank Alfalah,1985292,No,823,Current,0
4529,43,Male,Faisalabad,Allied Bank,768860,Yes,596,Current,0
4530,23,Female,Karachi,HBL,1203498,Yes,364,Current,0
4531,21,Male,Lahore,HBL,1098343,No,874,Current,1
4532,61,Male,Faisalabad,UBL,17322,Yes,477,Savings,1
4533,68,Female,Faisalabad,Allied Bank,832343,Yes,307,Savings,1
4534,46,Female,Lahore,Allied Bank,711940,No,458,Savings,0
4535,51,Female,Karachi,Allied Bank,1502414,No,310,Savings,1
4536,34,Male,Karachi,Bank Alfalah,1809859,Yes,710,Current,1
4537,60,Female,Lahore,Meezan Bank,1588542,No,454,Savings,0
4538,60,Male,Faisalabad,Meezan Bank,75265,No,505,Current,1
4539,33,Female,Karachi,Meezan Bank,1125494,No,414,Current,0
4540,19,Female,Lahore,Bank Alfalah,1997860,No,678,Current,0
4541,51,Female,Lahore,Allied Bank,430722,No,898,Savings,0
4542,25,Male,Lahore,Meezan Bank,1494088,No,649,Savings,0
4543,30,Male,Faisalabad,Allied Bank,500600,No,397,Current,0
4544,59,Male,Karachi,UBL,180954,No,318,Current,0
4545,25,Male,Faisalabad,Meezan Bank,856942,No,612,Savings,0
4546,47,Male,Islamabad,UBL,838634,Yes,827,Current,1
4547,49,Male,Karachi,Bank Alfalah,142777,No,856,Savings,1
4548,53,Male,Faisalabad,HBL,1785469,No,744,Current,0
4549,64,Male,Karachi,Bank Alfalah,1932991,No,530,Current,1
4550,47,Male,Islamabad,Bank Alfalah,512911,Yes,658,Savings,1
4551,18,Female,Rawalpindi,Bank Alfalah,1007575,No,682,Savings,1
4552,60,Female,Lahore,Meezan Bank,1410736,No,811,Current,0
4553,56,Male,Faisalabad,UBL,1876059,Yes,343,Current,1
4554,34,Male,Islamabad,Meezan Bank,1438002,Yes,664,Savings,0
4555,37,Male,Islamabad,HBL,1398385,No,410,Current,0
4556,41,Male,Karachi,Bank Alfalah,1183135,Yes,522,Current,0
4557,67,Female,Karachi,Allied Bank,453683,Yes,685,Current,0
4558,39,Female,Lahore,HBL,434001,Yes,564,Current,0
4559,46,Male,Karachi,UBL,1967835,Yes,570,Current,0
4560,39,Female,Faisalabad,HBL,1612266,Yes,511,Current,0
4561,61,Female,Faisalabad,Meezan Bank,510279,No,795,Savings,1
4562,26,Male,Faisalabad,Allied Bank,274848,Yes,613,Current,1
4563,54,Male,Rawalpindi,Meezan Bank,1872035,No,686,Savings,0
4564,27,Male,Faisalabad,Bank Alfalah,69092,No,546,Current,1
4565,53,Male,Karachi,Bank Alfalah,1850733,No,866,Current,1
4566,54,Female,Karachi,HBL,598393,Yes,649,Savings,0
4567,45,Male,Faisalabad,Bank Alfalah,690583,No,371,Savings,1
4568,45,Female,Islamabad,Bank Alfalah,1413025,Yes,595,Savings,0
4569,59,Male,Islamabad,UBL,168456,No,512,Savings,1
4570,60,Female,Islamabad,UBL,1121569,No,594,Savings,0
4571,38,Male,Lahore,Meezan Bank,1942689,No,470,Current,0
4572,41,Male,Rawalpindi,Meezan Bank,1812364,Yes,545,Savings,1
4573,59,Female,Faisalabad,UBL,380177,No,440,Savings,0
4574,57,Female,Lahore,HBL,1612891,Yes,539,Savings,1
4575,19,Female,Islamabad,UBL,1988847,Yes,610,Current,0
4576,25,Male,Faisalabad,Meezan Bank,1669881,Yes,715,Current,0
4577,65,Female,Lahore,Allied Bank,1554903,No,697,Current,1
4578,44,Female,Karachi,Bank Alfalah,1076930,No,321,Savings,1
4579,39,Female,Islamabad,Allied Bank,845209,No,377,Current,1
4580,54,Female,Lahore,Allied Bank,1274330,No,774,Current,0
4581,44,Female,Karachi,Bank Alfalah,162973,Yes,652,Current,1
4582,46,Female,Islamabad,UBL,1052201,No,670,Current,0
4583,20,Female,Rawalpindi,HBL,1894974,Yes,320,Savings,1
4584,61,Female,Islamabad,Allied Bank,996141,Yes,806,Savings,1
4585,30,Female,Rawalpindi,HBL,1808199,No,459,Savings,1
4586,62,Male,Rawalpindi,Meezan Bank,1582777,No,660,Savings,1
4587,27,Male,Rawalpindi,Allied Bank,812947,Yes,855,Savings,1
4588,53,Female,Faisalabad,Meezan Bank,1681562,Yes,596,Savings,0
4589,26,Male,Faisalabad,UBL,1062149,No,651,Savings,0
4590,44,Male,Rawalpindi,Allied Bank,1426130,No,479,Savings,1
4591,51,Female,Karachi,Meezan Bank,494260,No,771,Current,1
4592,68,Female,Rawalpindi,Meezan Bank,1572105,Yes,694,Current,1
4593,18,Female,Lahore,UBL,494737,Yes,512,Savings,0
4594,49,Female,Rawalpindi,HBL,1102491,No,829,Savings,0
4595,42,Female,Faisalabad,HBL,981284,Yes,694,Current,1
4596,46,Female,Faisalabad,Allied Bank,277204,Yes,326,Current,0
4597,24,Male,Lahore,UBL,1238742,Yes,748,Current,0
4598,66,Female,Lahore,Allied Bank,139471,Yes,737,Savings,1
4599,20,Male,Islamabad,HBL,984403,No,584,Current,0
4600,37,Female,Karachi,UBL,1113997,Yes,488,Savings,0
4601,37,Female,Karachi,Bank Alfalah,1104186,No,498,Current,0
4602,47,Male,Karachi,UBL,1593797,No,401,Current,0
4603,52,Female,Faisalabad,UBL,82168,Yes,778,Savings,1
4604,52,Female,Karachi,Bank Alfalah,1032563,No,523,Current,0
4605,66,Male,Islamabad,Meezan Bank,316042,No,816,Savings,0
4606,56,Female,Islamabad,Meezan Bank,15589,No,826,Current,0
4607,44,Male,Karachi,Meezan Bank,545900,Yes,740,Savings,1
4608,43,Female,Lahore,HBL,57611,No,816,Savings,1
4609,31,Female,Islamabad,UBL,1601752,Yes,529,Savings,1
4610,34,Male,Lahore,Bank Alfalah,815849,No,413,Current,1
4611,35,Female,Faisalabad,HBL,1775259,No,815,Savings,1
4612,62,Male,Islamabad,Bank Alfalah,1267199,No,483,Current,1
4613,69,Male,Lahore,HBL,1890448,No,333,Current,1
4614,46,Male,Karachi,HBL,1051095,Yes,595,Savings,0
4615,37,Female,Faisalabad,HBL,1487536,No,752,Savings,0
4616,44,Female,Rawalpindi,Bank Alfalah,224463,No,804,Current,0
4617,35,Male,Rawalpindi,Allied Bank,284035,No,705,Current,0
4618,21,Female,Karachi,HBL,758658,Yes,426,Savings,1
4619,18,Female,Faisalabad,Meezan Bank,1392851,Yes,441,Current,0
4620,67,Female,Faisalabad,UBL,334237,No,427,Savings,0
4621,18,Male,Faisalabad,Allied Bank,1764230,No,649,Savings,1
4622,43,Female,Faisalabad,Allied Bank,1563500,No,823,Savings,0
4623,62,Male,Rawalpindi,Bank Alfalah,1611421,No,762,Current,1
4624,37,Female,Lahore,Allied Bank,257368,Yes,543,Current,1
4625,69,Female,Faisalabad,Bank Alfalah,907561,Yes,863,Current,0
4626,40,Male,Lahore,Bank Alfalah,1539264,Yes,485,Current,0
4627,27,Female,Faisalabad,Meezan Bank,988670,No,532,Savings,1
4628,28,Male,Islamabad,HBL,355961,No,813,Current,0
4629,58,Female,Islamabad,Allied Bank,274336,No,300,Savings,1
4630,58,Male,Islamabad,HBL,1234680,No,538,Savings,0
4631,22,Female,Faisalabad,HBL,1551187,Yes,354,Current,0
4632,18,Female,Lahore,HBL,1763787,Yes,794,Current,0
4633,34,Female,Rawalpindi,Bank Alfalah,1046284,Yes,717,Current,1
4634,39,Male,Karachi,HBL,1494653,No,747,Savings,1
4635,51,Male,Rawalpindi,Allied Bank,1879954,No,637,Current,0
4636,62,Male,Faisalabad,Bank Alfalah,1632748,No,576,Savings,0
4637,58,Female,Islamabad,Allied Bank,842792,No,309,Savings,1
4638,46,Male,Islamabad,Bank Alfalah,335396,No,640,Current,1
4639,21,Male,Lahore,UBL,1973659,Yes,403,Current,1
4640,22,Male,Faisalabad,UBL,763205,No,644,Current,1
4641,28,Male,Rawalpindi,UBL,1624336,No,669,Savings,0
4642,68,Male,Faisalabad,UBL,1618319,Yes,497,Savings,1
4643,38,Male,Faisalabad,Bank Alfalah,562960,Yes,313,Current,1
4644,52,Male,Islamabad,HBL,538044,No,637,Current,1
4645,29,Male,Rawalpindi,Meezan Bank,245437,Yes,841,Savings,1
4646,43,Male,Karachi,Meezan Bank,1951935,No,756,Current,0
4647,68,Male,Islamabad,UBL,229526,No,825,Current,0
4648,36,Female,Rawalpindi,HBL,1047577,Yes,735,Savings,0
4649,62,Female,Lahore,Allied Bank,604318,No,665,Savings,1
4650,24,Male,Islamabad,HBL,1641015,No,700,Current,1
4651,64,Female,Lahore,Allied Bank,568335,No,873,Savings,0
4652,24,Female,Islamabad,Meezan Bank,1252039,Yes,781,Current,0
4653,43,Male,Faisalabad,HBL,1978301,Yes,409,Savings,1
4654,57,Male,Rawalpindi,HBL,1325884,Yes,705,Savings,1
4655,22,Male,Lahore,Meezan Bank,305766,Yes,608,Savings,0
4656,38,Female,Islamabad,HBL,832412,No,459,Savings,1
4657,31,Male,Lahore,Allied Bank,979242,Yes,354,Current,0
4658,21,Female,Islamabad,HBL,1964536,No,555,Savings,1
4659,40,Male,Islamabad,Allied Bank,1667552,Yes,833,Current,0
4660,59,Female,Karachi,UBL,1737548,Yes,721,Savings,1
4661,37,Female,Karachi,HBL,88066,No,563,Current,1
4662,32,Male,Karachi,Allied Bank,209948,Yes,532,Savings,1
4663,67,Male,Lahore,Meezan Bank,916379,Yes,532,Savings,0
4664,69,Female,Faisalabad,UBL,1250220,No,816,Current,1
4665,62,Female,Islamabad,HBL,1409380,Yes,344,Savings,1
4666,46,Male,Rawalpindi,Allied Bank,1166691,No,857,Current,1
4667,25,Male,Karachi,HBL,567331,Yes,735,Current,0
4668,58,Female,Lahore,Allied Bank,1704750,No,634,Savings,1
4669,65,Male,Lahore,HBL,1660695,Yes,703,Savings,0
4670,36,Female,Lahore,UBL,1275431,No,463,Current,1
4671,65,Male,Rawalpindi,UBL,1124826,Yes,555,Savings,0
4672,56,Male,Rawalpindi,HBL,1490614,No,365,Savings,0
4673,63,Male,Karachi,HBL,1249072,Yes,387,Current,1
4674,45,Female,Rawalpindi,Bank Alfalah,1649209,Yes,539,Savings,0
4675,63,Male,Karachi,HBL,1242526,Yes,610,Savings,1
4676,44,Female,Rawalpindi,HBL,498896,No,870,Savings,1
4677,21,Male,Rawalpindi,UBL,1301167,No,557,Savings,1
4678,32,Female,Rawalpindi,HBL,95898,Yes,857,Savings,1
4679,52,Female,Karachi,Meezan Bank,772717,Yes,813,Current,0
4680,54,Male,Islamabad,HBL,1976116,Yes,733,Savings,0
4681,18,Female,Karachi,Bank Alfalah,1484194,Yes,428,Savings,0
4682,20,Female,Islamabad,Allied Bank,100034,Yes,625,Current,0
4683,64,Female,Lahore,UBL,628211,Yes,316,Savings,0
4684,41,Female,Lahore,Meezan Bank,544561,Yes,641,Current,1
4685,44,Male,Karachi,Allied Bank,428246,Yes,548,Current,1
4686,57,Male,Islamabad,Meezan Bank,923851,Yes,476,Savings,0
4687,53,Male,Islamabad,UBL,586748,Yes,656,Savings,0
4688,51,Female,Islamabad,Bank Alfalah,1431523,No,794,Current,1
4689,46,Female,Lahore,UBL,796228,No,334,Savings,0
4690,41,Male,Karachi,Meezan Bank,1135515,Yes,706,Current,0
4691,41,Male,Faisalabad,Meezan Bank,483789,Yes,309,Savings,0
4692,59,Female,Islamabad,UBL,160111,Yes,830,Savings,0
4693,21,Male,Islamabad,HBL,24017,No,834,Current,1
4694,20,Male,Faisalabad,UBL,1141477,No,394,Current,1
4695,51,Female,Karachi,Bank Alfalah,1695864,Yes,875,Current,0
4696,66,Male,Islamabad,UBL,835647,Yes,749,Current,1
4697,40,Female,Karachi,Allied Bank,809015,Yes,519,Current,0
4698,69,Male,Islamabad,HBL,319169,No,395,Current,1
4699,40,Female,Rawalpindi,Allied Bank,709614,No,680,Current,0
4700,62,Female,Islamabad,UBL,67943,No,506,Current,1
4701,22,Female,Rawalpindi,HBL,1723450,No,545,Current,1
4702,48,Female,Karachi,Allied Bank,179488,Yes,809,Current,1
4703,58,Female,Islamabad,Allied Bank,535799,Yes,382,Savings,0
4704,23,Male,Lahore,HBL,1994722,Yes,616,Savings,1
4705,54,Male,Lahore,HBL,92151,Yes,404,Current,1
4706,27,Male,Faisalabad,Meezan Bank,500341,Yes,669,Savings,0
4707,57,Female,Lahore,HBL,1765830,No,880,Current,0
4708,24,Male,Rawalpindi,UBL,558513,Yes,479,Savings,0
4709,56,Female,Lahore,Bank Alfalah,424062,Yes,899,Savings,0
4710,55,Female,Lahore,Meezan Bank,1087728,No,382,Savings,0
4711,38,Male,Lahore,HBL,902485,Yes,831,Savings,1
4712,37,Female,Islamabad,Bank Alfalah,1124683,Yes,800,Savings,0
4713,20,Male,Faisalabad,Meezan Bank,977858,Yes,647,Current,0
4714,68,Female,Karachi,UBL,658675,No,571,Savings,1
4715,39,Female,Faisalabad,Bank Alfalah,1740124,Yes,630,Savings,0
4716,64,Male,Rawalpindi,HBL,1381630,No,868,Current,0
4717,21,Female,Islamabad,HBL,251608,No,688,Savings,1
4718,45,Male,Islamabad,UBL,52530,No,436,Savings,1
4719,29,Female,Lahore,Meezan Bank,1399473,No,660,Savings,0
4720,55,Male,Lahore,Bank Alfalah,51999,Yes,581,Savings,0
4721,68,Female,Rawalpindi,UBL,1065185,No,501,Savings,1
4722,53,Male,Islamabad,Meezan Bank,724129,Yes,830,Savings,0
4723,64,Male,Karachi,Allied Bank,712757,No,315,Savings,1
4724,58,Female,Faisalabad,Allied Bank,513793,Yes,867,Current,1
4725,22,Male,Islamabad,Meezan Bank,321466,Yes,413,Current,1
4726,30,Female,Karachi,HBL,801583,Yes,367,Current,0
4727,40,Female,Karachi,HBL,540694,Yes,889,Savings,0
4728,67,Male,Faisalabad,Allied Bank,1383398,Yes,329,Savings,0
4729,47,Male,Karachi,HBL,581350,Yes,818,Current,1
4730,54,Male,Rawalpindi,HBL,1794365,Yes,321,Current,0
4731,42,Male,Karachi,Meezan Bank,698316,Yes,730,Current,0
4732,65,Male,Rawalpindi,Meezan Bank,645665,Yes,329,Savings,1
4733,44,Female,Karachi,HBL,1374550,Yes,709,Current,0
4734,68,Male,Lahore,Meezan Bank,1262329,No,348,Savings,0
4735,31,Female,Karachi,Bank Alfalah,769591,Yes,624,Current,1
4736,65,Male,Rawalpindi,Allied Bank,1288551,Yes,787,Current,1
4737,64,Male,Karachi,Bank Alfalah,547421,Yes,597,Savings,1
4738,53,Male,Karachi,Bank Alfalah,284353,No,480,Savings,0
4739,56,Female,Karachi,HBL,1430548,No,421,Savings,0
4740,33,Male,Rawalpindi,HBL,1826557,Yes,423,Savings,0
4741,39,Female,Karachi,Bank Alfalah,261061,Yes,752,Savings,1
4742,38,Female,Faisalabad,Bank Alfalah,259336,No,565,Savings,0
4743,38,Female,Faisalabad,UBL,1282149,Yes,327,Current,0
4744,25,Male,Rawalpindi,UBL,1395401,Yes,558,Savings,0
4745,66,Female,Lahore,Allied Bank,778021,No,376,Savings,1
4746,33,Male,Faisalabad,Bank Alfalah,1899353,No,731,Savings,0
4747,48,Female,Islamabad,Meezan Bank,839017,Yes,334,Current,1
4748,59,Male,Faisalabad,UBL,1879646,Yes,735,Current,0
4749,27,Female,Islamabad,HBL,554933,Yes,413,Savings,1
4750,49,Male,Rawalpindi,Bank Alfalah,1863416,No,361,Savings,1
4751,51,Male,Lahore,Meezan Bank,22521,Yes,351,Savings,0
4752,26,Male,Islamabad,Meezan Bank,883846,Yes,415,Savings,0
4753,34,Female,Islamabad,Meezan Bank,924864,No,346,Savings,1
4754,28,Female,Faisalabad,HBL,1444240,Yes,737,Savings,1
4755,49,Male,Islamabad,UBL,834653,Yes,711,Current,0
4756,27,Female,Rawalpindi,Meezan Bank,1158707,Yes,400,Savings,1
4757,39,Female,Rawalpindi,UBL,1735022,Yes,578,Savings,1
4758,34,Female,Rawalpindi,Allied Bank,289067,No,406,Savings,1
4759,21,Female,Faisalabad,HBL,616049,No,334,Savings,0
4760,65,Female,Lahore,UBL,803634,No,658,Current,1
4761,69,Female,Faisalabad,UBL,367819,Yes,301,Savings,0
4762,64,Female,Rawalpindi,Meezan Bank,495693,Yes,791,Current,0
4763,42,Male,Faisalabad,Meezan Bank,1751142,Yes,571,Savings,0
4764,38,Male,Rawalpindi,HBL,1995965,Yes,443,Savings,1
4765,54,Female,Karachi,UBL,1169019,No,734,Savings,1
4766,55,Male,Karachi,Bank Alfalah,545506,Yes,750,Current,1
4767,66,Male,Islamabad,Meezan Bank,1366412,Yes,865,Current,0
4768,18,Male,Lahore,Meezan Bank,193761,Yes,527,Savings,0
4769,42,Female,Karachi,Allied Bank,631436,No,844,Savings,0
4770,68,Female,Rawalpindi,HBL,278860,Yes,513,Savings,0
4771,53,Female,Faisalabad,UBL,790736,Yes,547,Savings,0
4772,34,Female,Faisalabad,UBL,1336808,Yes,707,Savings,0
4773,58,Female,Islamabad,UBL,565289,Yes,352,Savings,0
4774,41,Male,Faisalabad,Meezan Bank,1556914,Yes,875,Savings,0
4775,19,Female,Karachi,HBL,1474376,No,613,Current,1
4776,57,Male,Faisalabad,UBL,1451742,Yes,673,Current,1
4777,32,Female,Karachi,Bank Alfalah,800718,Yes,336,Savings,1
4778,49,Male,Karachi,Allied Bank,1194387,Yes,823,Savings,1
4779,56,Female,Lahore,Allied Bank,40158,Yes,383,Savings,0
4780,23,Female,Islamabad,UBL,896825,Yes,393,Savings,1
4781,18,Female,Rawalpindi,Meezan Bank,539893,No,714,Savings,0
4782,64,Female,Karachi,Allied Bank,1115068,Yes,641,Savings,1
4783,40,Female,Islamabad,Allied Bank,508342,No,849,Current,0
4784,56,Female,Rawalpindi,Allied Bank,1061897,No,720,Current,1
4785,34,Male,Faisalabad,Allied Bank,709901,Yes,647,Current,1
4786,51,Female,Islamabad,UBL,979205,Yes,886,Savings,1
4787,58,Male,Islamabad,HBL,764880,No,427,Current,0
4788,46,Female,Islamabad,HBL,1554981,Yes,451,Savings,1
4789,26,Male,Faisalabad,Meezan Bank,1857178,No,821,Current,1
4790,30,Male,Faisalabad,Bank Alfalah,590333,No,337,Savings,1
4791,23,Male,Islamabad,HBL,1985013,Yes,726,Current,1
4792,23,Male,Lahore,Bank Alfalah,1802164,Yes,404,Savings,1
4793,37,Male,Karachi,HBL,500226,No,464,Current,0
4794,69,Male,Faisalabad,HBL,1054569,Yes,843,Current,0
4795,20,Female,Lahore,Meezan Bank,1985986,No,511,Current,1
4796,34,Male,Faisalabad,Allied Bank,1311561,No,825,Savings,0
4797,66,Female,Islamabad,Meezan Bank,1955548,Yes,431,Savings,1
4798,29,Female,Lahore,HBL,1737750,No,451,Savings,1
4799,65,Male,Rawalpindi,Allied Bank,1313175,No,395,Savings,1
4800,64,Male,Karachi,Allied Bank,635389,No,802,Savings,1
4801,62,Female,Karachi,Allied Bank,272962,No,821,Current,0
4802,18,Male,Faisalabad,Bank Alfalah,1067010,No,673,Savings,1
4803,34,Male,Karachi,HBL,393638,No,315,Savings,1
4804,20,Male,Rawalpindi,UBL,1770089,Yes,317,Savings,0
4805,43,Male,Lahore,Meezan Bank,564859,No,708,Current,1
4806,32,Male,Lahore,Bank Alfalah,1361414,No,306,Current,1
4807,53,Male,Islamabad,Meezan Bank,1939434,Yes,544,Current,0
4808,49,Male,Lahore,UBL,128792,Yes,893,Savings,0
4809,49,Female,Faisalabad,Allied Bank,1104061,Yes,428,Savings,1
4810,21,Male,Rawalpindi,UBL,677429,No,754,Current,1
4811,35,Female,Islamabad,Meezan Bank,67198,Yes,885,Savings,1
4812,66,Female,Faisalabad,UBL,1681180,No,870,Savings,0
4813,36,Female,Faisalabad,HBL,966166,No,371,Savings,1
4814,60,Female,Faisalabad,UBL,361114,No,459,Savings,1
4815,69,Male,Karachi,HBL,979673,No,386,Savings,1
4816,52,Female,Faisalabad,UBL,82928,Yes,700,Current,1
4817,57,Female,Karachi,HBL,419318,No,761,Current,0
4818,31,Female,Lahore,HBL,960961,No,828,Current,0
4819,50,Female,Karachi,UBL,1408518,No,388,Savings,1
4820,31,Female,Faisalabad,Bank Alfalah,62290,No,305,Current,0
4821,51,Male,Rawalpindi,Allied Bank,656952,No,895,Savings,1
4822,21,Male,Rawalpindi,Allied Bank,939436,No,383,Current,0
4823,41,Female,Lahore,Allied Bank,1313204,Yes,549,Savings,0
4824,46,Male,Faisalabad,HBL,1594630,Yes,715,Savings,0
4825,36,Male,Karachi,Allied Bank,1933255,No,371,Current,1
4826,23,Female,Rawalpindi,HBL,1071868,No,411,Current,1
4827,50,Female,Islamabad,Bank Alfalah,227295,No,471,Current,0
4828,66,Female,Faisalabad,UBL,712991,No,572,Savings,1
4829,57,Male,Faisalabad,UBL,266817,No,829,Current,0
4830,36,Female,Islamabad,HBL,518906,Yes,618,Current,1
4831,18,Male,Rawalpindi,HBL,1131520,No,381,Current,0
4832,22,Male,Islamabad,Bank Alfalah,1003734,Yes,374,Current,0
4833,44,Male,Lahore,Allied Bank,378590,Yes,728,Savings,1
4834,33,Female,Karachi,Bank Alfalah,1093109,Yes,759,Savings,1
4835,23,Male,Karachi,UBL,1925781,Yes,645,Savings,0
4836,57,Female,Rawalpindi,UBL,1183009,Yes,548,Current,1
4837,30,Female,Islamabad,Allied Bank,408994,No,686,Current,0
4838,65,Female,Faisalabad,UBL,569347,No,662,Current,0
4839,52,Female,Faisalabad,HBL,394562,No,595,Savings,1
4840,36,Female,Faisalabad,UBL,1019601,No,367,Current,1
4841,29,Male,Lahore,Meezan Bank,145938,Yes,737,Savings,1
4842,33,Male,Lahore,Allied Bank,1918973,Yes,831,Current,1
4843,60,Male,Faisalabad,Allied Bank,1643525,No,432,Savings,0
4844,27,Male,Rawalpindi,Allied Bank,1888360,Yes,594,Savings,0
4845,42,Male,Lahore,Meezan Bank,1430771,No,595,Current,0
4846,37,Female,Lahore,Bank Alfalah,1933381,Yes,332,Current,1
4847,48,Female,Karachi,HBL,1240384,Yes,673,Savings,1
4848,21,Male,Karachi,Allied Bank,1092651,Yes,331,Savings,0
4849,61,Male,Rawalpindi,UBL,503605,Yes,854,Current,1
4850,40,Male,Lahore,HBL,1674795,No,604,Savings,1
4851,19,Female,Lahore,UBL,1795887,Yes,407,Current,1
4852,39,Female,Islamabad,HBL,238594,No,395,Current,0
4853,68,Female,Rawalpindi,HBL,1606968,No,365,Savings,0
4854,54,Male,Rawalpindi,UBL,862259,Yes,820,Savings,1
4855,25,Male,Islamabad,UBL,603510,No,529,Current,0
4856,24,Male,Islamabad,HBL,251955,No,657,Savings,0
4857,31,Male,Karachi,Allied Bank,1453434,No,701,Savings,0
4858,20,Female,Rawalpindi,UBL,1942021,No,398,Current,0
4859,67,Male,Rawalpindi,Meezan Bank,859277,Yes,570,Savings,0
4860,33,Male,Islamabad,Meezan Bank,230758,Yes,661,Savings,1
4861,36,Male,Faisalabad,HBL,1067345,Yes,463,Savings,0
4862,68,Female,Faisalabad,Bank Alfalah,629657,Yes,827,Savings,1
4863,35,Female,Karachi,HBL,472661,No,468,Current,1
4864,69,Male,Faisalabad,HBL,1108951,No,320,Savings,0
4865,33,Female,Faisalabad,Allied Bank,959582,Yes,839,Savings,0
4866,25,Female,Faisalabad,Allied Bank,22268,Yes,894,Savings,0
4867,50,Female,Lahore,Bank Alfalah,151916,No,696,Savings,0
4868,66,Female,Karachi,Bank Alfalah,1394894,Yes,335,Current,1
4869,29,Female,Islamabad,Bank Alfalah,726123,No,794,Current,1
4870,28,Male,Faisalabad,Bank Alfalah,899109,Yes,613,Current,1
4871,22,Male,Lahore,Bank Alfalah,676593,No,789,Savings,0
4872,44,Male,Faisalabad,HBL,1306915,No,575,Current,1
4873,29,Female,Lahore,HBL,826928,Yes,532,Current,1
4874,34,Female,Karachi,Meezan Bank,421022,Yes,735,Savings,0
4875,23,Female,Faisalabad,Meezan Bank,705686,Yes,305,Savings,0
4876,50,Female,Lahore,UBL,1137383,No,834,Current,0
4877,22,Male,Rawalpindi,HBL,704873,Yes,543,Current,1
4878,45,Male,Rawalpindi,Bank Alfalah,717121,Yes,540,Savings,0
4879,31,Male,Lahore,UBL,815897,Yes,857,Savings,1
4880,22,Male,Faisalabad,Allied Bank,1491294,Yes,572,Savings,0
4881,50,Male,Faisalabad,HBL,1722186,Yes,374,Current,1
4882,67,Male,Karachi,Meezan Bank,1643367,No,582,Savings,1
4883,65,Female,Karachi,HBL,1820890,Yes,834,Current,0
4884,58,Female,Islamabad,HBL,1079886,Yes,386,Current,1
4885,36,Male,Karachi,HBL,264740,Yes,448,Current,0
4886,39,Female,Faisalabad,HBL,1843063,Yes,449,Savings,0
4887,22,Male,Islamabad,Allied Bank,402445,No,876,Current,0
4888,19,Male,Karachi,Meezan Bank,1305077,No,459,Current,1
4889,47,Female,Lahore,HBL,889950,Yes,745,Current,1
4890,64,Male,Rawalpindi,Allied Bank,1615070,Yes,381,Current,1
4891,56,Male,Karachi,UBL,19764,Yes,306,Savings,0
4892,21,Male,Karachi,HBL,196668,No,481,Current,1
4893,50,Female,Lahore,Allied Bank,1298845,No,825,Savings,1
4894,30,Female,Faisalabad,Bank Alfalah,1988922,Yes,777,Savings,0
4895,37,Female,Lahore,UBL,1292675,No,482,Current,0
4896,24,Female,Karachi,Meezan Bank,1037412,No,613,Current,0
4897,32,Male,Faisalabad,HBL,1279227,No,855,Savings,0
4898,40,Female,Islamabad,HBL,506723,No,473,Savings,0
4899,31,Female,Karachi,Allied Bank,1192624,No,313,Savings,0
4900,40,Female,Lahore,Meezan Bank,148498,No,599,Savings,0
4901,36,Male,Islamabad,Bank Alfalah,950391,Yes,372,Current,1
4902,46,Female,Rawalpindi,UBL,560998,No,813,Current,0
4903,37,Female,Islamabad,Meezan Bank,1886395,Yes,642,Current,0
4904,46,Male,Lahore,HBL,450686,No,695,Current,0
4905,41,Male,Islamabad,Allied Bank,147558,Yes,632,Savings,0
4906,35,Male,Lahore,Bank Alfalah,704618,No,654,Savings,0
4907,27,Male,Karachi,Allied Bank,1433138,Yes,858,Current,1
4908,58,Female,Faisalabad,UBL,257704,Yes,462,Current,0
4909,25,Male,Rawalpindi,Meezan Bank,294767,No,415,Current,1
4910,43,Female,Faisalabad,Allied Bank,1344526,Yes,702,Savings,1
4911,46,Female,Faisalabad,Allied Bank,933477,Yes,378,Current,0
4912,27,Female,Faisalabad,HBL,265223,No,746,Savings,0
